0,1,2,3,4,5,6,7,8,9,10,11,12
Darjeeling Sabroz,Time: 12:00 PM to 10:30 PM ,"['Chinese', 'Thai']",Casual Dining,500 for two people,"Momos, Chop Suey, Fried Rice Chicken, Noodle",,1 Votes,No Reviews,4,,,
7 Plates,Time:  (Opens at 06:00 PM)Sunday01:00 PM to 03:00 PMSunday06:00 PM to 11:00 PMMonday01:00 PM to 03:00 PMMonday06:00 PM to 11:00 PMTuesday01:00 PM to 03:00 PMTuesday06:00 PM to 11:00 PMWednesday01:00 PM to 03:00 PMWednesday06:00 PM to 11:00 PMThursday01:00 PM to 03:00 PMThursday06:00 PM to 11:00 PMFriday01:00 PM to 03:00 PMFriday06:00 PM to 11:00 PMSaturday01:00 PM to 03:00 PMSaturday06:00 PM to 11:00 PM,"['North Indian', 'Chinese', 'Mughlai']",QSR,600 for two people,,,,,,,,
Laziz Pizza,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",Casual Dining,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Live Screening']",2 Votes,No Reviews,5,,,
Rock Stone,Time: 11:00 AM to 12:00 AM ,['Desserts'],Cafe,400 for two people,"Icecream Cake, Brownie Chocolate, Waffles, Hot Chocolate, Chocolate Icecreams","['Air Conditioned', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,5,,,
Delicacy,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:30 PMSunday06:30 PM to 10:45 PMMonday12:00 PM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 03:00 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:30 PMFriday06:30 PM to 10:45 PMSaturday11:00 AM to 03:30 PMSaturday06:30 PM to 10:45 PM,"['Chinese', 'Asian']",Casual Dining,500 for two people,,,4 Votes,No Reviews,4.3,,,
Cafe Coffee Day,Time: 09:00 AM to 12:00 AM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,3,,,
McDonald's,Time: 09:30 AM to 11:00 PM ,"['Fast Food', 'Burger']",QSR,500 for two people,,"['Cards Accepted', 'Wallet Accepted']",2 Votes,No Reviews,4.5,,,
Aramane Donne Biriyani,Time:  (Opens at 06:30 PM)Sunday09:30 AM to 11:00 PMMonday11:30 AM to 04:30 PMMonday06:30 PM to 10:30 PMTuesday11:30 AM to 04:30 PMTuesday06:30 PM to 10:30 PMWednesday11:30 AM to 04:30 PMWednesday06:30 PM to 10:30 PMThursday11:30 AM to 04:30 PMThursday06:30 PM to 10:30 PMFriday11:30 AM to 04:30 PMFriday06:30 PM to 10:30 PMSaturday11:30 AM to 04:30 PMSaturday06:30 PM to 10:30 PM,"['Biryani', 'Chinese']",QSR,300 for two people,,"['Home Delivery', 'Cards Accepted']",1 Votes,No Reviews,5,,,
Namma Kudla,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:45 PMSunday06:30 PM to 10:45 PMMonday11:30 AM to 03:45 PMMonday06:30 PM to 10:45 PMTuesday11:30 AM to 03:45 PMTuesday06:30 PM to 10:45 PMWednesday11:30 AM to 03:45 PMWednesday06:30 PM to 10:45 PMThursday11:30 AM to 03:45 PMThursday06:30 PM to 10:45 PMFriday11:30 AM to 03:45 PMFriday06:30 PM to 10:45 PMSaturday11:30 AM to 03:45 PMSaturday06:30 PM to 10:45 PM,"['Mangalorean', 'North Indian', 'Seafood']",Casual Dining,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",2 Votes,No Reviews,5,,,
Mayuri,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Andhra', 'Chinese']",Casual Dining,800 for two people,,"['Smoking Area', 'Air Conditioned', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Taco street,Time: 12:00 PM to 11:00 PM ,"['American', 'Fast Food']",Casual Dining,500 for two people,"Dorito Taco, Chicken Tikka Burger, Peri Peri Chicken Strips, Chicken Nuggets, Chocolate Dreams, Gadbad.","['Air Conditioned', 'Cards Accepted']",,,3,,,
Rahham's International,Time: 11:30 AM to 11:30 PM ,"['North Indian', 'Chinese']",Casual Dining,600 for two people,"Mutton Biryani, Jeera Rice, Chicken Sholay, Chicken Biryani, Butter Chicken, Mutton Chops, Kheer","['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted']",2 Votes,1 Reviews,4,,,
Faasos,Time: 09:00 AM to 11:00 PM ,"['Fast Food', 'Biryani', 'North Indian']",QSR,400 for two people,,"['Home Delivery', 'Cards Accepted']",2 Votes,1 Reviews,3.5,,,
Third Wave Coffee Roasters,Time: 09:00 AM to 10:00 PM ,"['Continental', 'Fast Food', 'Beverages']",Cafe,800 for two people,"Flat White, Hot Chocolate,,Mocha,, Classic Cold Coffee, Classic Cold Brew,","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",2 Votes,1 Reviews,2.5,,,
Thalassery Restaurant,Time: 08:00 AM to 11:00 PM ,"['Chinese', 'Kerala', 'North Indian', 'Seafood']",Casual Dining,500 for two people,"Fish Curry, Chicken Curry, Fish Fry, Roast Chicken, Kadala Curry.","['Home Delivery', 'Cards Accepted']",2 Votes,1 Reviews,4,,,
Cream Stone,Time: 11:00 AM to 11:00 PM ,"['Desserts', 'Beverages']",QSR,400 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",1 Votes,No Reviews,5,,,
The Krishna Grand,Time: 07:00 AM to 11:00 PM ,"['South Indian', 'North Indian']",Casual Dining,500 for two people,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Paneer Butter Masala, Chaat.","['Air Conditioned', 'Wifi', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted']",13 Votes,7 Reviews,3.7,,,
Cafe Coffee Day,Time: 11:00 AM to 11:00 PM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Smoking Area', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",1 Votes,1 Reviews,2.3,,,
Amma's Pastries,Time: 08:00 AM to 09:45 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,1 Votes,1 Reviews,5,,,
Sukh Sagar Express,Time: 12:00 PM to 10:30 PM ,"['North Indian', 'Chinese', 'Street Food']","QSR, Food Court",600 for two people,,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Wallet Accepted']",3 Votes,No Reviews,3.7,,,
A2B-Adyar Ananda Bhavan,Time: 07:00 AM to 11:00 PM ,"['South Indian', 'Chinese', 'Fast Food']",Casual Dining,400 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",2 Votes,1 Reviews,3,,,
Ibaco,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
Kailash Parbat,Time: 10:30 AM to 10:30 PM ,"['North Indian', 'Street Food', 'Continental', 'Chinese']","QSR, Food Court",600 for two people,,"['Air Conditioned', 'Lift', 'Home Delivery', 'Parking', 'Differently Abled Friendly', 'Cards Accepted', 'Wallet Accepted']",27 Votes,7 Reviews,3.5,,,
Green Pepper,Time:  (Opens at 06:30 PM)Sunday11:00 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:00 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:00 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:00 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:00 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:00 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:00 AM to 04:00 PMSaturday06:30 PM to 11:00 PM,"['Kerala', 'Chinese', 'North Indian']",Casual Dining,600 for two people,"Appam, Chicken Stew, Chicken Curry, Rice, Sea Food, Kerala Parotta, Fish Curry",,2 Votes,2 Reviews,3,,,
Corner House Ice Creams,Time: 11:00 AM to 11:30 PM ,['Desserts'],QSR,200 for two people,,"['Home Delivery', 'Cards Accepted']",3 Votes,1 Reviews,3.3,,,
Just Bake,Time: 09:30 AM to 11:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,1 Votes,No Reviews,3,,,
Hello Resto-Pub,Time: 11:00 AM to 10:30 PM ,"['Continental', 'Burger']",Casual Dining,"1,000 for two people",,"['Smoking Area', 'Air Conditioned', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Live Screening']",34 Votes,2 Reviews,4.6,,,
Amma's Pastries,Time: 08:00 AM to 10:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Momoz,Time: 11:30 AM to 12:00 AM ,"['Chinese', 'Thai']",Casual Dining,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",5 Votes,3 Reviews,4.6,,,
Apsara Ice Cream,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",12 Votes,3 Reviews,4.6,,,
A2B-Adyar Ananda Bhavan,Time: 07:30 AM to 10:30 PM ,"['South Indian', 'Chinese', 'Fast Food']",Casual Dining,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Kadamba,Time: 11:00 AM to 11:30 PM ,"['North Indian', 'Chinese', 'Andhra', 'Mughlai']",Casual Dining,900 for two people,,"['Air Conditioned', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Wallet Accepted']",2 Votes,1 Reviews,3.5,,,
Nisarga,Time:  (Opens at 07:00 PM)Sunday11:30 AM to 03:00 PMSunday07:00 PM to 10:30 PMMonday11:30 AM to 03:00 PMMonday07:00 PM to 10:30 PMTuesday11:30 AM to 03:00 PMTuesday07:00 PM to 10:30 PMWednesday11:30 AM to 03:00 PMWednesday07:00 PM to 10:30 PMThursday11:30 AM to 03:00 PMThursday07:00 PM to 10:30 PMFriday11:30 AM to 03:00 PMFriday07:00 PM to 10:30 PMSaturday11:30 AM to 03:00 PMSaturday07:00 PM to 10:30 PM,"['North Indian', 'Chinese', 'South Indian']",Casual Dining,600 for two people,"Mutton Biryani, Andhra Meal, Chicken Biryani, Chilli Chicken","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",2 Votes,1 Reviews,3.5,,,
Birthday Buddy,Time: 10:00 AM to 10:00 PM ,"['North Indian', 'South Indian', 'Chinese']",Casual Dining,"1,200 for two people",,,1 Votes,No Reviews,5,,,
Little Cafe,Time: 11:00 AM to 11:00 PM ,"['Desserts', 'Fast Food']",Cafe,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating']",,,,,,
Manwar Energy Addaa,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian', 'Fast Food', 'Street Food']",Casual Dining,"1,300 for two people",,"['Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Wallet Accepted']",,,,,,
Chowmein,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian']",Casual Dining,600 for two people,"Noodles, Chilli Chicken, American Chopsuey, Biryani, Chinese Bhel, Chowmein, Prawn","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",4 Votes,1 Reviews,3,,,
K27 - The Pub,Time: 10:30 AM to 11:30 PM ,"['North Indian', 'Chinese']",Casual Dining,800 for two people,,"['Smoking Area', 'Air Conditioned', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top', 'Live Screening']",5 Votes,1 Reviews,3.4,,,
The Bangalore City Institute,Time:  (Opens at 00:59 AM),['Fast Food'],QSR,300 for two people,,['Parking'],,,,,,
Cafe Coffee Day,Time: 09:00 AM to 11:00 PM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",3 Votes,No Reviews,3.9,,,
Travellers Bungalow,Time: 12:00 PM to 12:30 AM ,"['Italian', 'Mediterranean', 'European']",Casual Dining,"1,200 for two people",,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Roof Top', 'Wallet Accepted']",,,2.3,,,
Ruh's Cafe,Time: 11:00 AM to 11:00 PM ,"['American', 'Italian', 'Continental']","Cafe, QSR",800 for two people,,"['Smoking Area', 'Lift', 'Home Delivery', 'Differently Abled Friendly', 'Cards Accepted', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",11 Votes,2 Reviews,4.4,,,
Auntie Fung's,Time: 12:00 PM to 10:30 PM ,"['Asian', 'Chinese']",Casual Dining,600 for two people,"Thai Fish, Khau Suey, Burmese Khao Suey, Vietnamese Pho, Nasi Goreng, Hakka Noodles, Momos","['Air Conditioned', 'Home Delivery', 'Cards Accepted']",2 Votes,1 Reviews,5,,,
New Friends,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Chinese', 'Continental']",Casual Dining,500 for two people,,"['Serves Alcohol', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top', 'Live Screening']",2 Votes,2 Reviews,4,,,
Sloshed,Time: 11:30 AM to 11:00 PM ,,Casual Dining,"1,300 for two people",,"['Smoking Area', 'Air Conditioned', 'Valet Available', 'Serves Alcohol', 'Differently Abled Friendly', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Private Dining Available', 'Live Screening']",5 Votes,1 Reviews,4.2,,,
Polar Bear,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,,,1 Votes,No Reviews,3,,,
Havmor,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
Fit Food Company,Time: 11:00 AM to 11:00 PM ,['Health Food'],Cafe,500 for two people,,"['Home Delivery', 'Parking']",,,,,,
Sangam,Time:  (Opens at 07:00 PM)Sunday07:00 AM to 10:30 AMSunday01:00 PM to 03:30 PMSunday07:00 PM to 10:30 PMMonday07:00 AM to 10:30 AMMonday01:00 PM to 03:30 PMMonday07:00 PM to 10:30 PMTuesday07:00 AM to 10:30 AMTuesday01:00 PM to 03:30 PMTuesday07:00 PM to 10:30 PMWednesday07:00 AM to 10:30 AMWednesday01:00 PM to 03:30 PMWednesday07:00 PM to 10:30 PMThursday07:00 AM to 10:30 AMThursday01:00 PM to 03:30 PMThursday07:00 PM to 10:30 PMFriday07:00 AM to 10:30 AMFriday01:00 PM to 03:30 PMFriday07:00 PM to 10:30 PMSaturday07:00 AM to 10:30 AMSaturday01:00 PM to 03:30 PMSaturday07:00 PM to 10:30 PM,"['South Indian', 'North Indian', 'Chinese']",Casual Dining,600 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",3 Votes,1 Reviews,4,,,
Big Cup Cafe,Time: 09:30 AM to 09:30 PM ,['Fast Food'],Cafe,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,5,,,
Glen's Bakehouse,Time: 09:00 AM to 12:00 AM ,"['Continental', 'Italian', 'Fast Food']",Cafe,800 for two people,,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",1 Votes,1 Reviews,3.3,,,
McDonald's,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Burger']",QSR,500 for two people,,"['Home Delivery', 'Wallet Accepted']",2 Votes,1 Reviews,4,,,
Cafe Coffee Day,Time: 09:00 AM to 11:00 PM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,4.6,,,
New Alameen Restaurant,Time:  (Opens at 07:00 PM)Sunday10:30 AM to 03:30 PMSunday07:00 PM to 11:00 PMMonday10:30 AM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday10:30 AM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday10:30 AM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday10:30 AM to 03:30 PMThursday07:00 PM to 11:00 PMFriday10:30 AM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday10:30 AM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['Kerala', 'North Indian']",QSR,300 for two people,,"['Home Delivery', 'Parking', 'Wallet Accepted']",,,,,,
Priyadarshini Grand,Time: 07:00 AM to 10:00 PM ,"['South Indian', 'North Indian']",Casual Dining,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",1 Votes,No Reviews,4,,,
Sip n Dine,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian']",Casual Dining,800 for two people,,"['Smoking Area', 'Air Conditioned', 'Lift', 'Wifi', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Live Screening', 'Wallet Accepted']",25 Votes,7 Reviews,4.6,,,
Havmor,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
The Biryanis,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 11:00 PM,"['North Indian', 'Chinese']",Casual Dining,500 for two people,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan.","['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,4,,,
JS Food Court,Time: 09:00 AM to 11:00 PM ,['American'],Casual Dining,500 for two people,,,2 Votes,1 Reviews,5,,,
Truffles,Time: 11:00 AM to 10:30 PM ,"['American', 'Desserts', 'Italian']",Casual Dining,900 for two people,"Burgers, Pasta, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert, Peri Fries","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Roof Top']",62 Votes,4 Reviews,4.5,,,
Paradise,Time: 11:00 AM to 11:00 PM ,['Hyderabadi'],Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,5,,,
Corner House Ice Creams,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating']",5 Votes,1 Reviews,4.4,,,
Tetto,Time: 11:00 AM to 12:00 AM ,"['Chinese', 'North Indian']","Casual Dining, Nightlife","1,400 for two people","Burgers, Mushroom Nuggets, Fish Fingers, Draught Beer, Cocktails","['Serves Alcohol', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Roof Top', 'Live Screening']",13 Votes,1 Reviews,4.4,,,
Nandhana Palace,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:00 PM,"['Andhra', 'North Indian', 'Chinese', 'Seafood']",Casual Dining,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",2 Votes,1 Reviews,3.7,,,
Twiststick House,Time: 11:00 AM to 11:30 PM ,"['Chinese', 'Continental', 'Fast Food']",Casual Dining,900 for two people,,['Home Delivery'],,,,,,
Polar Bear,Time: 01:00 PM to 01:00 AM ,['Desserts'],QSR,400 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,5,,,
Amma's Pastries,Time: 09:00 AM to 10:30 PM ,['Desserts'],QSR,400 for two people,,,1 Votes,1 Reviews,3,,,
Madhura,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'South Indian']",Casual Dining,700 for two people,,"['Air Conditioned', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Full Bar Available']",1 Votes,No Reviews,5,,,
Rahham's International,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese']",Casual Dining,600 for two people,,,3 Votes,3 Reviews,2.3,,,
XO Belgian Waffle,Time: 10:00 AM to 01:00 AM ,['Desserts'],QSR,300 for two people,,,10 Votes,1 Reviews,4.2,,,
Chulha Chauki Da Dhaba,Time:  (Opens at 06:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 10:30 PMMonday12:00 PM to 03:00 PMMonday06:00 PM to 10:30 PMTuesday12:00 PM to 03:00 PMTuesday06:00 PM to 10:30 PMWednesday12:00 PM to 03:00 PMWednesday06:00 PM to 10:30 PMThursday12:00 PM to 03:00 PMThursday06:00 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 10:30 PM,"['North Indian', 'Chinese']",Casual Dining,800 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted', 'Outdoor Seating']",28 Votes,4 Reviews,4.3,,,
Mealhours,Time: 11:00 AM to 10:00 PM ,"['Fast Food', 'North Indian', 'Street Food']",QSR,400 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Rich Bowl,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese']",QSR,500 for two people,,,,,,,,
Kanti Sweets,Time: 08:30 AM to 10:30 PM ,"['Fast Food', 'Desserts']",QSR,500 for two people,"Coconut Burfi, Chocolate Cassatta, Bombay Halwa, Mysore Pak, Ghee Baklava Pista",['Cards Accepted'],,,,,,
Mothers Recipe Restaurant,Time: All Day Dining ,"['Chinese', 'North Indian', 'South Indian']",Casual Dining,800 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Lassi Shop,Time: 11:00 AM to 12:30 AM ,"['Beverages', 'Desserts']",QSR,200 for two people,,,,,,,,
Dhammanagi's Drinkers,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese', 'Mughlai']",Casual Dining,"1,000 for two people",,"['Air Conditioned', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",40 Votes,6 Reviews,4,,,
Rolls On Wheels,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'North Indian']",QSR,300 for two people,,['Cards Accepted'],5 Votes,2 Reviews,4,,,
The Light House Restaurant,Time:  (Opens at 07:00 PM)Sunday11:30 AM to 03:30 PMSunday07:00 PM to 11:00 PMMonday11:30 AM to 03:30 PMMonday07:00 PM to 11:00 PMTuesday11:30 AM to 03:30 PMTuesday07:00 PM to 11:00 PMWednesday11:30 AM to 03:30 PMWednesday07:00 PM to 11:00 PMThursday11:30 AM to 03:30 PMThursday07:00 PM to 11:00 PMFriday11:30 AM to 03:30 PMFriday07:00 PM to 11:00 PMSaturday11:30 AM to 03:30 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Chinese', 'Seafood', 'Mangalorean']",Casual Dining,500 for two people,,['Cards Accepted'],4 Votes,1 Reviews,4.4,,,
Tasty King,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese']",Casual Dining,400 for two people,,,,,,,,
Chung Wah,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:00 PMSunday07:00 PM to 10:30 PMMonday12:00 PM to 03:00 PMMonday07:00 PM to 10:30 PMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 10:30 PMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 10:30 PMThursday12:00 PM to 03:00 PMThursday07:00 PM to 10:30 PMFriday12:00 PM to 03:00 PMFriday07:00 PM to 10:30 PMSaturday12:00 PM to 03:00 PMSaturday07:00 PM to 10:30 PM,"['Asian', 'Chinese', 'Seafood', 'Thai']",Casual Dining,900 for two people,"Chowmein, Egg Noodles, Manchow Soup, Prawn, Momos, Fried Rice","['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Live Screening']",51 Votes,6 Reviews,4.3,,,
